order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
45,EGA_Option3-1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option3-1.jpg,17484,detail,,,,,,
46,EGA_Option3.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option3.jpg,10508,detail,,,,,,
47,EGA_Option4-1.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option4-1.jpg,18479,detail,,,,,,
48,EGA_Option4.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_Option4.jpg,10442,detail,,,,,,
49,EGA_m2.jpg,https://kr.sidiz.com/cdn/shop/files/EGA_m2.jpg,254094,detail,,,,,,
50,IMG_1-1_ca7b621a-0a45-4266-8811-65be967861be.jpg,https://kr.sidiz.com/cdn/shop/files/IMG_1-1_ca7b621a-0a45-4266-8811-65be967861be.jpg,171122,detail,,,,,,
51,Img1_58304cce-df00-4472-958b-1aedad262113.jpg,https://kr.sidiz.com/cdn/shop/files/Img1_58304cce-df00-4472-958b-1aedad262113.jpg,10281,detail,,,,,,
52,Img2_28246805-ceb5-4f6b-9e70-1b9c1631222f.jpg,https://kr.sidiz.com/cdn/shop/files/Img2_28246805-ceb5-4f6b-9e70-1b9c1631222f.jpg,17818,detail,,,,,,
53,Img_270af5b8-4e3d-4df3-abab-1005bffa942a.jpg,https://kr.sidiz.com/cdn/shop/files/Img_270af5b8-4e3d-4df3-abab-1005bffa942a.jpg,51317,detail,,,,,,
54,Img_33a80ad4-98bb-4b72-90eb-fdd61d7448b5.jpg,https://kr.sidiz.com/cdn/shop/files/Img_33a80ad4-98bb-4b72-90eb-fdd61d7448b5.jpg,475455,detail,,,,,,
55,Img_4_3_2_ffa4e9a0-6704-46d5-a283-82665ca08239.jpg,https://kr.sidiz.com/cdn/shop/files/Img_4_3_2_ffa4e9a0-6704-46d5-a283-82665ca08239.jpg,216398,detail,,,,,,
56,Img_4_3_eb94f75e-ca36-481b-90b8-f74b7c0eecf4.jpg,https://kr.sidiz.com/cdn/shop/files/Img_4_3_eb94f75e-ca36-481b-90b8-f74b7c0eecf4.jpg,231645,detail,,,,,,
57,LINIE_3_2__01_2ec94a7d-2da6-43d7-8617-10d7947a6b5a.jpg,https://kr.sidiz.com/cdn/shop/files/LINIE_3_2__01_2ec94a7d-2da6-43d7-8617-10d7947a6b5a.jpg,48876,detail,,,,,,
58,LINIE_3_2__02_c71d3fb1-9080-451d-86d3-9844904cb1bb.jpg,https://kr.sidiz.com/cdn/shop/files/LINIE_3_2__02_c71d3fb1-9080-451d-86d3-9844904cb1bb.jpg,54850,detail,,,,,,
59,LINIE_3_2__03_05190c7e-30b1-4582-94f3-7f8e4a682f25.jpg,https://kr.sidiz.com/cdn/shop/files/LINIE_3_2__03_05190c7e-30b1-4582-94f3-7f8e4a682f25.jpg,38286,detail,,,,,,
60,LINIE_3_2__04_2006eea4-afc9-4e01-9139-d09af5072f6e.jpg,https://kr.sidiz.com/cdn/shop/files/LINIE_3_2__04_2006eea4-afc9-4e01-9139-d09af5072f6e.jpg,44968,detail,,,,,,
61,LINIE_3_2__05_e91389ef-4def-4899-9a77-5e3ecb7f768e.jpg,https://kr.sidiz.com/cdn/shop/files/LINIE_3_2__05_e91389ef-4def-4899-9a77-5e3ecb7f768e.jpg,107167,detail,,,,,,
62,LINIE_3_2__06_b9ebfe48-c5b3-435a-a86a-308c85539868.jpg,https://kr.sidiz.com/cdn/shop/files/LINIE_3_2__06_b9ebfe48-c5b3-435a-a86a-308c85539868.jpg,65142,detail,,,,,,
63,MUUVE_____00.jpg,https://kr.sidiz.com/cdn/shop/files/MUUVE_____00.jpg,73235,detail,,,,,,
64,MUUVE_____00_38ec3062-1bad-41fd-8fa1-61325b251294.jpg,https://kr.sidiz.com/cdn/shop/files/MUUVE_____00_38ec3062-1bad-41fd-8fa1-61325b251294.jpg,60226,detail,,,,,,
65,MUUVE_____00_a210f934-00f6-4826-a3e0-5cba3892e6c1.jpg,https://kr.sidiz.com/cdn/shop/files/MUUVE_____00_a210f934-00f6-4826-a3e0-5cba3892e6c1.jpg,72286,detail,,,,,,
66,MUUVE_____00_d3f65225-6970-4a3d-b07e-8f072bf3d9ae.jpg,https://kr.sidiz.com/cdn/shop/files/MUUVE_____00_d3f65225-6970-4a3d-b07e-8f072bf3d9ae.jpg,59033,detail,,,,,,
67,OUI_M171EZ___371LBW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_M171EZ___371LBW_00.jpg,49990,detail,,,,,,
68,OUI_M171EZ___452BW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_M171EZ___452BW_00.jpg,46112,detail,,,,,,
69,OUI_M171EZ___BW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_M171EZ___BW_00.jpg,45104,detail,,,,,,
70,OUI_M174E___371LBW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_M174E___371LBW_00.jpg,42566,detail,,,,,,
71,OUI_M174E___452BW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_M174E___452BW_00.jpg,44232,detail,,,,,,
72,OUI_M174E___BW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_M174E___BW_00.jpg,34390,detail,,,,,,
73,OUI_MN171EZ___371LBW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_MN171EZ___371LBW_00.jpg,63473,detail,,,,,,
74,OUI_MN171EZ___452BW_00_b466dc75-a306-412f-a6cd-780476591e99.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_MN171EZ___452BW_00_b466dc75-a306-412f-a6cd-780476591e99.jpg,57976,detail,,,,,,
75,OUI_MN171EZ___BW_00_c18f9002-e081-4e6d-96b0-64563b019510.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_MN171EZ___BW_00_c18f9002-e081-4e6d-96b0-64563b019510.jpg,52394,detail,,,,,,
76,OUI_MN174E___371LBW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_MN174E___371LBW_00.jpg,53334,detail,,,,,,
77,OUI_MN174E___452BW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_MN174E___452BW_00.jpg,54133,detail,,,,,,
