order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
99,thum_FUNGUS_MN130Y_451L_00_35d30ede-a1e8-4ba1-8e90-27f1c073afb8.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_451L_00_35d30ede-a1e8-4ba1-8e90-27f1c073afb8.jpg,32265,detail,,,,,,
100,thum_FUNGUS_MN130Y_451L_00_8a32457a-3c7d-4f2f-8390-d843135d36dd.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_451L_00_8a32457a-3c7d-4f2f-8390-d843135d36dd.jpg,37476,detail,,,,,,
101,thum_FUNGUS_MN130Y_451L_01_2eff3bab-ceb8-4817-8b7a-fc05ea9e48f1.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_451L_01_2eff3bab-ceb8-4817-8b7a-fc05ea9e48f1.jpg,38742,detail,,,,,,
102,thum_FUNGUS_MN130Y_454B_00_12d45277-c586-4e2f-8cd7-245a2ef7b667.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_454B_00_12d45277-c586-4e2f-8cd7-245a2ef7b667.jpg,31562,detail,,,,,,
103,thum_FUNGUS_MN130Y_454B_00_3b840f09-eb82-4ae5-bcee-e8ff6adabd85.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_454B_00_3b840f09-eb82-4ae5-bcee-e8ff6adabd85.jpg,36223,detail,,,,,,
104,thum_FUNGUS_MN130Y_454B_01_2d678b7f-c48a-4159-877b-73774675e02e.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_454B_01_2d678b7f-c48a-4159-877b-73774675e02e.jpg,38574,detail,,,,,,
105,thum_FUNGUS_MN130Y_457L_00_19bf248a-3fc2-4620-84bd-979371aa6db9.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_457L_00_19bf248a-3fc2-4620-84bd-979371aa6db9.jpg,36444,detail,,,,,,
106,thum_FUNGUS_MN130Y_457L_00_87183940-1344-45c4-a0bc-6a6645997b88.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_457L_00_87183940-1344-45c4-a0bc-6a6645997b88.jpg,31547,detail,,,,,,
107,thum_FUNGUS_MN130Y_457L_01_5a7ef176-4e83-4bf3-9678-12dc73618cfe.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130Y_457L_01_5a7ef176-4e83-4bf3-9678-12dc73618cfe.jpg,38525,detail,,,,,,
108,thum_FUNGUS_MN130_451L_00_c1e761b8-d6f6-46db-b3ec-34a728ebedbe.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130_451L_00_c1e761b8-d6f6-46db-b3ec-34a728ebedbe.jpg,37476,detail,,,,,,
109,thum_FUNGUS_MN130_454B_00.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130_454B_00.jpg,36248,detail,,,,,,
110,thum_FUNGUS_MN130_454B_00_278993d9-f6b4-485a-8918-30e9f9afca94.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130_454B_00_278993d9-f6b4-485a-8918-30e9f9afca94.jpg,36223,detail,,,,,,
111,thum_FUNGUS_MN130_454B_00_86fa1eae-68b6-406c-99f9-590e696a6f76.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130_454B_00_86fa1eae-68b6-406c-99f9-590e696a6f76.jpg,31562,detail,,,,,,
112,thum_FUNGUS_MN130_454B_01_baba6bdf-a4c3-428c-90a1-88a910a0be38.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130_454B_01_baba6bdf-a4c3-428c-90a1-88a910a0be38.jpg,38574,detail,,,,,,
113,thum_FUNGUS_MN130_457L_00_d359f29b-ca80-4b79-8ea2-1992d3a957f7.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130_457L_00_d359f29b-ca80-4b79-8ea2-1992d3a957f7.jpg,36444,detail,,,,,,
114,thum_FUNGUS_MN130_457L_01_a19a3603-7bef-4650-9cb7-edf5fa4e0da4.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_MN130_457L_01_a19a3603-7bef-4650-9cb7-edf5fa4e0da4.jpg,38525,detail,,,,,,
115,thum_FUNGUS_Stadium_00_3b06ddbb-57e2-4e6b-8af2-e0874802bf37.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_Stadium_00_3b06ddbb-57e2-4e6b-8af2-e0874802bf37.jpg,46793,detail,,,,,,
116,thum_FUNGUS_Stadium_01_cb7185a8-18fd-4c1a-94ef-26d1692d39d7.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_Stadium_01_cb7185a8-18fd-4c1a-94ef-26d1692d39d7.jpg,47097,detail,,,,,,
117,thum_FUNGUS_Stadium_02_4dffaac0-b9c6-41e5-8f9c-36443c1f8008.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_Stadium_02_4dffaac0-b9c6-41e5-8f9c-36443c1f8008.jpg,184226,detail,,,,,,
118,thum_FUNGUS_Stadium_02_7d43f2cd-36cc-4aee-9ae7-518571ffae43.jpg,https://kr.sidiz.com/cdn/shop/files/thum_FUNGUS_Stadium_02_7d43f2cd-36cc-4aee-9ae7-518571ffae43.jpg,120405,detail,,,,,,
119,thum_STEPO_SB01F_MM_00_e1281e63-5a6a-47a3-9f20-b143370b89d1.jpg,https://kr.sidiz.com/cdn/shop/files/thum_STEPO_SB01F_MM_00_e1281e63-5a6a-47a3-9f20-b143370b89d1.jpg,34959,detail,,,,,,
120,thum_THE_PROGRESSIVE_BAG_01.jpg,https://kr.sidiz.com/cdn/shop/files/thum_THE_PROGRESSIVE_BAG_01.jpg,107939,detail,,,,,,
121,leather_caution_1.png,https://kr.sidiz.com/cdn/shop/t/152/assets/leather_caution_1.png,2771467,detail,,,,,,
122,leather_caution_2.png,https://kr.sidiz.com/cdn/shop/t/152/assets/leather_caution_2.png,18443,detail,,,,,,
